timestamp,challenge_type,target,tile_idx,label,confidence,clicked
2026-04-24 11:32:30,3x3_dynamic,Hydrant,0,Hydrant,0.9913,True
2026-04-24 11:32:31,3x3_dynamic,Hydrant,1,Car,0.6531,True
2026-04-24 11:32:32,3x3_dynamic,Hydrant,2,Bicycle,0.4592,False
2026-04-24 11:32:32,3x3_dynamic,Hydrant,3,Other,0.1401,False
2026-04-24 11:32:32,3x3_dynamic,Hydrant,4,Car,0.1958,False
2026-04-24 11:32:33,3x3_dynamic,Hydrant,5,Hydrant,0.9941,True
2026-04-24 11:32:34,3x3_dynamic,Hydrant,6,Bridge,0.4475,False
2026-04-24 11:32:34,3x3_dynamic,Hydrant,7,Car,0.2636,False
2026-04-24 11:32:34,3x3_dynamic,Hydrant,8,Other,0.1788,False
2026-04-24 11:32:36,3x3_dynamic,Hydrant,0,Car,0.0996,False
2026-04-24 11:32:36,3x3_dynamic,Hydrant,1,Hydrant,0.9914,True
2026-04-24 11:32:37,3x3_dynamic,Hydrant,5,Palm,0.4984,False
2026-04-24 11:32:39,3x3_dynamic,Hydrant,1,Palm,0.5102,True
2026-04-24 11:32:42,3x3_dynamic,Hydrant,1,Other,0.3092,False
2026-04-24 11:32:47,3x3_dynamic,Bicycle,0,Car,0.7440,True
2026-04-24 11:32:47,3x3_dynamic,Bicycle,1,Bicycle,0.9970,True
2026-04-24 11:32:48,3x3_dynamic,Bicycle,2,Bridge,0.5070,True
2026-04-24 11:32:49,3x3_dynamic,Bicycle,3,Bridge,0.4205,False
2026-04-24 11:32:49,3x3_dynamic,Bicycle,4,Other,0.1111,False
2026-04-24 11:32:50,3x3_dynamic,Bicycle,5,Bicycle,0.9906,True
2026-04-24 11:32:51,3x3_dynamic,Bicycle,6,Bicycle,0.9927,True
2026-04-24 11:32:51,3x3_dynamic,Bicycle,7,Other,0.4330,False
2026-04-24 11:32:52,3x3_dynamic,Bicycle,8,Other,0.4104,False
2026-04-24 11:32:54,3x3_dynamic,Bicycle,0,Bicycle,0.9937,True
2026-04-24 11:32:54,3x3_dynamic,Bicycle,1,Traffic Light,0.2098,False
2026-04-24 11:32:55,3x3_dynamic,Bicycle,2,Other,0.1310,False
2026-04-24 11:32:55,3x3_dynamic,Bicycle,5,Other,0.5669,True
2026-04-24 11:32:56,3x3_dynamic,Bicycle,6,Bicycle,0.9882,True
2026-04-24 11:32:58,3x3_dynamic,Bicycle,0,Palm,0.4640,False
