timestamp,challenge_type,target,tile_idx,label,confidence,clicked
2026-04-24 11:42:29,3x3_dynamic,Car,0,Palm,0.0119,False
2026-04-24 11:42:29,3x3_dynamic,Car,1,Traffic Light,0.0126,False
2026-04-24 11:42:29,3x3_dynamic,Car,2,Car,0.8732,True
2026-04-24 11:42:30,3x3_dynamic,Car,3,Crosswalk,0.0132,False
2026-04-24 11:42:30,3x3_dynamic,Car,4,Car,0.9172,True
2026-04-24 11:42:31,3x3_dynamic,Car,5,Traffic Light,0.0133,False
2026-04-24 11:42:31,3x3_dynamic,Car,6,Traffic Light,0.0059,False
2026-04-24 11:42:32,3x3_dynamic,Car,7,Palm,0.0259,False
2026-04-24 11:42:32,3x3_dynamic,Car,8,Other,0.3131,True
2026-04-24 11:42:35,3x3_dynamic,Car,2,Other,0.0285,False
2026-04-24 11:42:35,3x3_dynamic,Car,4,Palm,0.0321,False
2026-04-24 11:42:35,3x3_dynamic,Car,8,Other,0.0355,False
2026-04-24 11:42:40,3x3_dynamic,Car,0,Palm,0.0229,False
2026-04-24 11:42:40,3x3_dynamic,Car,1,Traffic Light,0.0163,False
2026-04-24 11:42:40,3x3_dynamic,Car,2,Bridge,0.0027,False
2026-04-24 11:42:40,3x3_dynamic,Car,3,Crosswalk,0.0134,False
2026-04-24 11:42:41,3x3_dynamic,Car,4,Traffic Light,0.0080,False
2026-04-24 11:42:41,3x3_dynamic,Car,5,Traffic Light,0.0192,False
2026-04-24 11:42:41,3x3_dynamic,Car,6,Traffic Light,0.0056,False
2026-04-24 11:42:42,3x3_dynamic,Car,7,Palm,0.0250,False
2026-04-24 11:42:42,3x3_dynamic,Car,8,Car,0.9575,True
2026-04-24 11:42:45,3x3_dynamic,Car,8,Other,0.0557,False
2026-04-24 11:42:49,3x3_dynamic,Hydrant,0,Traffic Light,0.0006,False
2026-04-24 11:42:49,3x3_dynamic,Hydrant,1,Hydrant,0.9086,True
2026-04-24 11:42:50,3x3_dynamic,Hydrant,2,Hydrant,0.9448,True
2026-04-24 11:42:51,3x3_dynamic,Hydrant,3,Car,0.0031,False
2026-04-24 11:42:51,3x3_dynamic,Hydrant,4,Bus,0.0056,False
2026-04-24 11:42:51,3x3_dynamic,Hydrant,5,Hydrant,0.9391,True
2026-04-24 11:42:52,3x3_dynamic,Hydrant,6,Bridge,0.0021,False
2026-04-24 11:42:53,3x3_dynamic,Hydrant,7,Traffic Light,0.0058,False
2026-04-24 11:42:53,3x3_dynamic,Hydrant,8,Bicycle,0.0063,False
2026-04-24 11:42:55,3x3_dynamic,Hydrant,1,Bus,0.0067,False
2026-04-24 11:42:55,3x3_dynamic,Hydrant,2,Palm,0.0353,False
2026-04-24 11:42:55,3x3_dynamic,Hydrant,5,Palm,0.0227,False
2026-04-24 11:42:59,3x3_dynamic,Hydrant,0,Traffic Light,0.0006,False
2026-04-24 11:43:00,3x3_dynamic,Hydrant,1,Bus,0.0069,False
2026-04-24 11:43:00,3x3_dynamic,Hydrant,2,Crosswalk,0.0083,False
2026-04-24 11:43:00,3x3_dynamic,Hydrant,3,Car,0.0019,False
2026-04-24 11:43:00,3x3_dynamic,Hydrant,4,Bus,0.0064,False
2026-04-24 11:43:01,3x3_dynamic,Hydrant,5,Hydrant,0.9354,True
2026-04-24 11:43:01,3x3_dynamic,Hydrant,6,Bridge,0.0021,False
